,A1S1,A2S9,A3S17,A4S25,A5S33,A6S41,B1S2,B2S10,B3S18,B4S26,B5S34,B6S42,C1S3,C2S11,C4S27,C5S35,C6S43,D1S4,D2S12,D3S20,D4S28,D5S36,D6S44,E1S5,E2S13,E3S21,E4S29,E5S37,E6S45,F1S6,F2S14,F3S22,F4S30,F5S38,F6S46,G1S7,G2S15,G3S23,G4S31,G5S39,G6S47,H1S8,H2S16,H3S24,H4S32,H5S40,H6S48,A7S49,A8S57,A10S73,A11S81,A12S89,B7S50,B8S58,B9S66,B10S74,B11S82,B12S90,C8S59,C9S67,C10S75,C11S83,C12S91,D7S52,D8S60,D10S76,D11S84,D12S92,E7S53,E9S69,E11S85,E12S93,F7S54,F8S62,F9S70,F10S78,F11S86,F12S94,G7S55,G9S71,G10S79,G11S87,G12S95,H7S56,H8S64,H9S72,H11S88,A10_tophat,A11_tophat,A12_tophat,A1_tophat,A2_tophat,A3_tophat,A4_tophat,A5_tophat,A6_tophat,A7_tophat,A8_tophat,A9_tophat,B10_tophat,B11_tophat,B12_tophat,B1_tophat,B2_tophat,B3_tophat,B4_tophat,B5_tophat,B6_tophat,B7_tophat,B8_tophat,B9_tophat,C10_tophat,C11_tophat,C12_tophat,C1_tophat,C2_tophat,C3_tophat,C4_tophat,C5_tophat,C6_tophat,C7_tophat,C8_tophat,C9_tophat,D10_tophat,D11_tophat,D12_tophat,D1_tophat,D2_tophat,D3_tophat,D4_tophat,D5_tophat,D6_tophat,D7_tophat,D8_tophat,D9_tophat,E10_tophat,E11_tophat,E12_tophat,E1_tophat,E2_tophat,E3_tophat,E4_tophat,E5_tophat,E6_tophat,E7_tophat,E8_tophat,E9_tophat,F10_tophat,F11_tophat,F12_tophat,F1_tophat,F2_tophat,F3_tophat,F4_tophat,F5_tophat,F6_tophat,F7_tophat,F8_tophat,F9_tophat,G10_tophat,G11_tophat,G12_tophat,G1_tophat,G2_tophat,G3_tophat,G4_tophat,G5_tophat,G6_tophat,G7_tophat,G8_tophat,G9_tophat,H10_tophat,H11_tophat,H12_tophat,H1_tophat,H2_tophat,H3_tophat,H4_tophat,H5_tophat,H6_tophat,H7_tophat,H8_tophat,H9_tophat
PGAM4,0,0,0,0,0,0,0,0,1.262072958,1.103871809,0,0,0,0,0,0,0,0,0,0,0,0,1.095343531,0,0,0,1.328567522,0,0,0,0,0,1.844303196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759799553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.584962501,0,0,0,2,0,0,1,0,0,1.584962501,1.584962501,0,0,1,2.584962501,0,0,0,0,1,0,1,2,1,0,0,1.584962501,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.584962501,0,0,1,0,0,0,1,2,2,1,1.584962501,2.321928095,1.584962501,1,0,2,0,1,3,0
LOC117779438,0,0,0,0,0,0,0,0,0,0,0,0,0,5.261139959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.41762447,0,0,0,1.278652055,0,0,0,0,53.96091827,0,0,0,0,0,0,0,0,0,0,0,0,0.345021022,0,6.911451985,0,0,0,0,0,0,0,0,0.27121664,0,0,0,88.82113126,95.23094572,0,0,0,0,116.9264531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807354922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.754887502,0,0,0,0,1.584962501,0,0,0,0,0,0,0,7.820178962,0,0,0,4.087462841,6.409390936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.794415866,0,0,0,0,1.584962501,1,1,0,7.139551352,0,0,1,0,0,5.554588852,0,1.584962501,0,0,0,4.321928095,0,0,3,0,0,0
DONSONP1,0,0,0,0,1.572511453,0,0,4.668542929,0,0,0,0,0,0,0,0,0,0,93.5917171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.894910995,0,0,0,0,0,11.55334011,0,0,0,0,0,0,0,0,0,0,3.171896443,0,0,0,0,0,0,0,0,3.095017885,0,180.1977278,0,0,0,32.89381273,0,0,291.178839,0,2.226278954,0,0,0,0,0,138.0585865,0,0,0,0,0,28.23135134,1.810911948,0,0,0,0,0,0,0,7.417852515,5.700439718,0,0,5.044394119,0,0,0,0,0,0,0,0,0,7.531381461,6.845490051,0,0,1,0,1,1,0,0,7.942514505,0,0,0,4.754887502,7.055282436,0,0,4.087462841,2.321928095,0,0,0,7.209453366,0,0,0,0,0,0,0,2.807354922,0,0,8.164906927,0,0,0,7.06608919,0,0,0,0,0,0,0,7.988684687,0,0,0,3,2.807354922,0,6.906890596,0,0,0,0,0,7.845490051,0,0,0,0,6.832890014,0,0,0,0,0,5.426264755,0,2,6.781359714,4.700439718,6.686500527,0,6.569855608
RPL7AP22,0,0,0,80.83791635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.91947094,0,0,0,0,0,0,0,0,0,0,0,0,4.392317423,0,0,0,0,0,3.906890596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
RPS15AP30,0,0,0,33.84109528,0,0,0,0,0,0,0,4.236981493,113.8877167,0,0,65.47348969,0,0,5.070096749,0,73.42084994,0,0,0,44.55487742,0,0,72.05962382,0,0,0,125.9284635,0,0,35.89075125,0,0,0,54.32111769,10.32690862,161.0046506,0,0,200.8731381,0,12.60738498,0,11.70136502,0,0,6.300416524,0,0,0,0,0,4.113628117,0,206.5857165,0,6.224456387,7.989536009,0,0,20.18755857,17.15117133,0,0,0,11.68089546,0,0,0,0,0,0,77.49955438,0,0,109.5742231,0,0,0,0,5.232606085,0,458.6341698,0,3.169925001,3,0,0,0,4.321928095,3.700439718,0,0,3.807354922,0,0,0,4.247927513,6.339850003,0,0,0,3.459431619,5.087462841,0,0,3.906890596,0,0,0,3.807354922,5.906890596,4.087462841,3.906890596,4.523561956,2.807354922,0,0,2.321928095,4.087462841,1,5.584962501,3.169925001,0,5.426264755,0,0,0,0,0,4.459431619,0,6.022367813,4.584962501,4.754887502,4.754887502,0,0,0,0,0,0,4.523561956,0,0,0,4.64385619,0,0,4,0,0,5.95419631,0,0,0,0,2,0,0,3.459431619,0,0,0,0,3,6,4.087462841,3.169925001,0,0,0,4.392317423,0,1.584962501,4.087462841,0,5.977279923,0
LINC02803,36.84155381,0,106.9213749,14.06182498,0,0,0,0,0,0,66.85401463,0,71.70182797,0,0,102.4637012,0,0,40.63022738,0,118.2971294,77.97769465,0,0,99.18037782,0,0,0,0,50.83197464,0,0,0,0,0,0,0,0,0,0,0,67.29318381,0,0,0,19.95689555,0,0,144.8463908,0,0,17.4945472,0,59.59200996,176.0691504,0,140.408083,0,0,0,0,134.6911733,0,0,0,0,0,0,0,0,336.6560737,109.9096608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4.247927513,2,0,6.06608919,0,0,0,0,0,0,2.321928095,1.584962501,6.942514505,0,0,5.727920455,0,0,5.584962501,0,0,0,0,5.554588852,0,1,5.491853096,6.584962501,4.700439718,0,1,0,4.087462841,2.807354922,0,0,7.584962501,6.599912842,0,0,0,0,0,0,5.087462841,0,0,0,6.807354922,6.303780748,0,0,0,0,0,0,0,0,0,0,6.06608919,5.357552005,0,5.554588852,0,0,0,4.584962501,1,5,0,0,0,0,0,6.894817763,0,0,0,0,0,1.584962501,0,0,0,0,0,5.977279923,1.584962501,0,4.392317423,0
EFCAB14-AS1,0,0,0,0,0,0,7.956474393,0,4.959687396,0,0,5.658982131,0,0,0,0,0,26.74636084,0,0,0,0,0,0,0,0,0,0,0,0,12.69917148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.39637014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64385619,1,0,0,4.087462841,0
LOC101929270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.38056065,0,0,0,0,6.587101789,0,0,0,0,0,0,0,0,0,0,2.551145434,0.567991926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88180894,0,0,0,0,0.713762791,0,0,0,0,0,0,0,0,0,1,0,4.807354922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.459431619,2.321928095,0,0,0,0,0,0,0,0,0,0,0,3.169925001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169925001,1,0,0,0,0,0,0,0,0,5.209453366,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419679,0,0,5.555784824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12552026,0,0,0,0,0,0,0,0,0,0,0,0,31.75181223,78.48634035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.4225187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACC1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.10404725,0,0,0,0,0,0,0,26.22653526,0,0,0,0,0,0,0,0,0,0,0,0,0,4.519221012,0,0,2.100936026,0,0,0,0,0,0,37.86958788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.80970391,0,0,0,0,0,0,0,0,0,5.247927513,0,0,0,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.392317423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.857980995,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807354922,0,0,0,0,0,0,0,0
RPL7P52,0,0,0,0,0,1.562522994,0,0,0,0,0,113.576229,0,0,0,0,0,0,0,0,0,1.380898797,0,0,0,6.621086402,0,0,0,0,0,0,0.950735812,0,0,0,0,0,0,0,0,0,0,0,1.458554674,0,0,362.8684758,0,0,0.827884921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF883,0,0,0,0,0,0,0,0,0,0,0,0,9.843581733,0,0,0,31.09731582,60.3400629,0,0,0,0,0,29.51914201,0,76.05210336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02891686,0,0,0,0,0,0,9.097817299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.178372741,0,0,0,0,0,0,0,0,0,0,0,0,3.459431619,0,4.459431619,0,0,0,0,0,0,0,3.700439718,0,0,0,3.584962501,0,0,0,3,0,0,0,0,0,0,0,4.321928095,0,0,0,0,0,0,3.321928095,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.426264755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321928095,0,0,0,3.169925001,0,0,1,0,0,0,4.459431619,0,0,0,0,0,0,0,0,3.169925001,0,0,0,0,0,0,0,0,0,0
DHFR,0.288941291,0,0.274701994,0,0,0,0.702590315,3.998809792,0,0,0,2.6234882,0,0,0,0,0.516642863,1.090069245,0,0,0,0,0.380103335,2.921671835,0,0,0,0,1.273019545,0,0,1.077973224,1.600013546,0,0,0.574001379,0,0.683488429,0,4.871846207,0.254316713,0,0,0.846110487,2.454632725,0,0,0,0.634825015,0,0,0,4.739712171,1.858606101,0,4.412627937,3.638727524,0,0.652629601,0,0,0,0,0,4.058407308,0,0,0,0,0,0.097789981,0,0,0.202830938,0,0,0,0.356501019,0,2.21541377,0,0,0,0,0,0,0,3.169925001,3.321928095,3.459431619,0,4,0,2.321928095,0,0,0,0,0,0,1,1,0,0,0,3.807354922,5.906890596,0,0,0,2,2.321928095,2,4.807354922,1,0,0,1,1,2.807354922,0,3.169925001,1.584962501,1.584962501,1.584962501,2.321928095,1,4.169925001,0,0,2.321928095,0,2,0,0,0,0,2.807354922,3,0,0,0,2,0,0,0,0,0,1.584962501,2,2,0,2.321928095,3.807354922,0,0,2.321928095,0,0,4.392317423,0,0,2.321928095,1.584962501,0,5.129283017,0,0,0,3,0,1.584962501,1,3.584962501,2.584962501,5.087462841,2.584962501,0,3.459431619,3,0,4.392317423,2.807354922
NAB1P1,0,22.58993319,0,0,0,9.356223762,0,13.68068313,3.246421699,0,13.05169867,0,1.810283446,0,0,0,0.510620575,0,0,0,0,6.201507848,0,0.866284541,0,0,1.366986086,0,2.156880842,0,0,0,0,0,0,0,0.971009491,0,0,2.708469645,0,5.336529449,0,0,0,1.102192365,0,0,0,0,28.91751363,0,0,0.612313704,0,0,0,0,0,0,0,5.867231555,0,0,0,0,0,0,0,0,0,1.942451839,0,0,0,0,0,15.85554464,0,0,0,0,0,1.415117474,53.52248726,0,0,0,0,1.584962501,0,1.584962501,0,1.584962501,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.584962501,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.584962501,0,0,0,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388857774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.426264755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8.596189756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBAC2-AS1,0,0,0,0,0,5.237231219,0,0,6.541970501,0,5.190968031,80.24187424,0,0,0,0,0,0,1.674763748,0,0,0,0,1.454731916,1.226454136,0,0,13.67980943,0,0,0,0,0,0,0,0,0,0,2.518379256,6.064361922,0,0,0,0,5.49984648,0,0,0,0,0,0,0,111.0250996,0,0,0,0,0,0,0,0,0,17.40858277,0,0,0,0,0,0,4.287172246,0,0,0,2.524792789,0,0,0,0,0,0,0,1.192680966,0,0,0,0,0,0,0,5.087462841,0,0,0,0,1,0,0,0,4,0,3.321928095,0,0,0,3,0,0,0,0,3.700439718,2.321928095,0,0,0,0,0,1,0,0,5.882643049,4.321928095,0,0,5.584962501,0,0,2.807354922,0,1.584962501,0,2.584962501,0,5.392317423,0,4.857980995,0,0,3.807354922,6.375039431,0,0,0,0,0,0,0,0,0,0,0,0,0,4.754887502,0,2,0,2.807354922,2.807354922,0,6.426264755,0,0,1,3,4.906890596,0,0,0,0,0,0,0,2.584962501,0,0,0,0,0,4.584962501,4.700439718,0,0,0
AKT3-IT1,0,0,0,0,0,0,0,0,0,0,0,0,7.810130032,0,0,0,0,0,0,0,0,0,0,0,2.100628892,0,0,24.36752436,0,0,7.172452749,0,0,0,0,0,44.68521821,0,0,10.38683265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.729751655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.672425342,0,0,0,0,0,0,0,0,0,5.209453366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584962501,0,0,0,0,0,0,0,0,0,0,0,0,4.169925001,0,0,1,0,0,0,0,0,0,0,0,0,0,6.426264755,0,0,0,5.672425342,3,0,0,0,3.169925001,0,0,0,0,0,0,0,0,0
MED4-AS1,18.80357417,0,4.469229121,0,0,0,0,0,0,0,0,21.34125365,4.966589455,2.134709156,0,0,0,0,21.88934759,0,0,0,0,16.63681879,0,0,0,5.363898707,0,0,0,0,0,0,0,0,0,1.85332133,0,0,10.34393347,35.55670215,0,0,0,0,0,0,0,4.643121078,53.26874303,0,0,0,0,71.79068847,0,0,0,29.85949911,0,0,144.3953736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252712019,73.04469068,0.974279516,0,0,0,0,0,0,0,3.169925001,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4.95419631,0,0,0,0,0,0,3.700439718,0,1,4.087462841,0,0,0,3.906890596,0,1,0,0,2.321928095,2,0,1.584962501,0,3.700439718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.209453366,0,0,0,0,0,3.700439718,3.459431619,0,0,0,0,1,0,0,0,1.584962501,4.392317423,3.807354922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RPL41,29.27256779,2.872027245,8.905596262,38.81772694,0,14.91864785,8.541509275,11.21866313,22.18487622,17.07551705,21.5935152,7.593854698,28.45289712,11.69773528,27.48649617,13.86825672,32.10245272,17.66954155,17.26535704,14.89253123,48.87653745,12.24278474,16.94359525,14.20770344,26.95099145,20.31967601,13.07808655,32.95576736,32.42656244,7.921396427,19.31332329,2.912245063,17.50647174,6.071378428,14.47340727,8.528950023,6.635529013,8.309284418,13.32275864,51.82437598,21.64239904,5.209702791,15.4417612,8.571923568,11.93655406,19.58316233,32.35115863,114.2980301,14.57783069,16.19117773,11.85671216,0,30.55684674,24.26912119,21.26423379,1.117605502,10.32187937,0.910061624,58.18360845,4.13190577,83.66973774,8.018909303,83.92096318,25.4328467,42.7602448,0.878276893,0,5.46112136,2.810089898,33.4966855,99.86334383,7.964409609,8.400273884,10.68535007,14.25558591,13.32817551,80.13510908,1.444681059,49.70229466,16.83322492,1.732765334,29.12092817,19.04305162,41.58273273,22.50790117,27.25434213,0,4.95419631,3.584962501,5.321928095,4.523561956,4.087462841,5.523561956,5.614709844,7.06608919,4.906890596,5.554588852,6.741466986,6.714245518,5,4.321928095,6.189824559,7.06608919,4.700439718,5.321928095,6.768184325,8.124121312,5.321928095,6,7.392317423,6.491853096,7.266786541,6.599912842,7.569855608,7.409390936,7.266786541,7.276124405,7.554588852,7.139551352,6.554588852,6.375039431,8.060695932,6.392317423,5.044394119,3,4.459431619,7.257387843,4.906890596,6.339850003,6.988684687,4.459431619,0,4.906890596,6.087462841,5.209453366,5.554588852,4.247927513,5.882643049,5.930737338,7.159871337,7.321928095,6.599912842,5.491853096,6.741466986,7.108524457,7,6.108524457,5.807354922,7.189824559,6.459431619,5,6.62935662,7.417852515,7.665335917,7.768184325,6.918863237,5.727920455,6.820178962,5.584962501,7.686500527,6.189824559,5.781359714,6.794415866,7.209453366,5.807354922,7.087462841,6.977279923,0,7.312882955,5.672425342,6.781359714,7.727920455,5.584962501,7.721099189,7.74819285,6.882643049,7.562242424,6.942514505,7.569855608,6.87036472,5.459431619,6.539158811,6.781359714
KRT8P12,0,0,0,0,0,1.699157882,0,0,0,0,0,0,0,0,132.0683844,48.19572286,0,0,0,0,0,0,0.409349195,0,0,0,0,0,0,0,0,0,0,0,0,0.824221488,0,0,0.544705626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444802383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370912655,0,0.470351064,0,0,0,1.180675375,0,0,0,0,0,0,0,0,0,41.90576215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAMPTP1,20.26956484,32.31658978,17.34359559,0,1.453666117,31.82102316,28.95641861,31.28889412,0,4.366748267,54.44574328,12.48847767,2.141520672,20.71024516,13.79878961,0,0,75.03580969,18.87673253,51.22187688,17.49158503,63.58066731,37.66387095,12.80991559,11.23176355,0,34.36360507,38.54724342,41.14353161,416.9540757,6.883348316,0,33.39223179,5.693024163,4.871805435,19.79787227,0,115.4735666,51.89198593,17.08828157,8.474290126,0,0.742536736,35.61337601,31.42564538,36.50825881,37.6272028,119.8063387,0,0,0,0,0,3.259584049,0,9.673466873,0,70.49973006,0,0,0,2.230968289,79.71316648,349.5472891,31.60191692,0,0,0,0,0,0,0,0,8.181573958,0,0,4.392874502,0.625223943,0,0,0,0,16.82615964,57.754693,0,0.842502678,0,0,3.807354922,5.700439718,0,5.95419631,1,0,0,5.087462841,2.321928095,3,2.584962501,0,5.357552005,3.906890596,0,3.459431619,0,0,5.459431619,5.754887502,1,5.832890014,2.584962501,1,1,1,2.807354922,0,5.906890596,7.442943496,0,0,0,6.781359714,6.14974712,3.700439718,4.392317423,0,0,3.584962501,0,4.321928095,3,1,6.658211483,1.584962501,1,7.312882955,0,2.321928095,4.754887502,3.584962501,0,0,0,6.169925001,0,7.339850003,1,0,0,4.169925001,2.584962501,0,0,1,5.459431619,0,3.321928095,6.169925001,0,6.357552005,4.247927513,6.672425342,6.392317423,5.209453366,0,0,0,0,0,0,1,0,3.584962501,6.087462841,6.266786541,4.64385619,0,3,4.169925001,4.523561956,0,3,1
RPL26P6,0,0,0,0,0,121.7626366,173.2743312,0,0,0,0,22.63592852,3.072935485,0,0,82.1476225,1.733545193,0,0,0,2.334811764,0,0,0,0,2.804135908,2.320443276,0,0,0,2.822038106,3.617034964,0,0,0,0,0,2.293379362,0,0,0,0,4.261957429,68.13700707,0,0,0,0,0,3.83039821,1.40248998,0,0,0,0,0,0,4.521219391,2.189835547,0,0,0,0,0,0,0,0,0,0,0,0,0,2.086643376,0,0,0,1.327047164,0,0,5.575205087,0,1.205615291,0,0,0,0,0,0,0,0,0,7.366322214,1,0,0,0,7.523561956,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.06608919,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.700439718,0,1,7.727920455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.247927513,0,4.64385619,0,6.918863237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.686500527,0,2,2.321928095,0,6.22881869,0
PDC-AS1,0,0,0,0,0,0,0,3.568978213,0,0,10.75228583,0,0,0,15.7396357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.59799419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.29725772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.807354922,0,0,2.807354922,0,0,0,0,0,1,7.076815597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.098032083,0,0,5.129283017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.906890596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PET100,0.573847815,0,1.636704178,0.594505728,1.646178656,1.044497352,0,0,1.304710558,0.380388259,0,0,0,0,2.155337501,0.522822706,1.026071344,0,0.445346336,1.152423469,0.460652051,0,0,0.580254555,0.489200512,2.766242179,0.915634374,0,1.444721537,0,0.556780491,1.427262445,0,0.4959204,0.788141497,0.379995808,1.300802805,0.9049551,0,0.604728883,1.515246471,0.510644742,0,3.360811835,0,0.738270291,0.495468195,3.083467809,0,1.133590822,0.830122447,3.584381759,0.427874508,0.82027971,1.116577527,0,0.361332199,1.33803655,1.72819454,2.025006071,0.546742791,0,0,0,0,2.58260881,0,1.33822073,0,0,0.194214425,0,0.823378197,0,1.470846607,1.088667789,0,0.70802387,0,4.94987803,0.849211119,1.189323193,0,0.473936866,0,0,0,1.584962501,1.584962501,2,1,1.584962501,0,1.584962501,2.584962501,2.321928095,2.584962501,3.169925001,2.584962501,0,1.584962501,1,2.807354922,1,0,2.321928095,2,1,0,0,0,1.584962501,1.584962501,2,1.584962501,2,3.321928095,0,0,2.321928095,2,2.584962501,2.807354922,1,0,3.169925001,3.169925001,0,4.169925001,3.459431619,2,0,3.807354922,3.169925001,3,3.906890596,2,3.321928095,2,2,1,2.321928095,2.807354922,2.584962501,3.584962501,3.584962501,2,1.584962501,3.459431619,3,2.807354922,0,3.700439718,4.247927513,4.169925001,3.459431619,2.584962501,1.584962501,3.169925001,2,2.807354922,2.584962501,3.169925001,1.584962501,3.321928095,4.64385619,4,0,1.584962501,2.321928095,3.321928095,3.169925001,0,1.584962501,1.584962501,4.459431619,3.906890596,0,4.321928095,2.584962501,3.321928095,3.169925001,1.584962501
RPL21P89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.79962208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.9212435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,4.700439718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.491853096,0,0,0,0,0,0,0,0,1.584962501
